Mean Score,Participant Scores,True Label,Predicted Label
_,_,50.0,92.26507
_,_,51.24239,41.319424
_,_,150.0,94.11115
_,_,150.0,100.29352
_,_,150.0,103.69996
_,_,150.0,84.047455
_,_,150.0,118.62109
_,_,150.0,68.36644
_,_,150.0,98.66505
_,_,150.0,104.469505
_,_,150.0,111.24403
_,_,149.37881,82.4349
_,_,100.0,57.927856
_,_,100.0,72.08096
_,_,100.0,75.07887
_,_,100.0,90.12127
_,_,100.0,107.12402
_,_,100.0,123.85647
_,_,100.0,106.55594
_,_,100.0,105.41839
_,_,100.0,90.97379
_,_,100.0,68.2257
_,_,100.0,119.18847
_,_,100.0,101.25342
_,_,149.37515,83.356766
_,_,150.0,131.77342
_,_,150.0,95.419945
_,_,150.0,82.27378
_,_,150.0,74.38068
_,_,150.0,104.59144
_,_,150.0,90.32947
_,_,150.0,86.1257
_,_,150.0,72.73383
_,_,150.0,100.96161
_,_,51.24971,88.46552
_,_,50.0,142.37767
_,_,50.0,124.24288
_,_,50.0,89.015144
_,_,50.0,109.54834
_,_,50.0,88.724266
_,_,50.0,107.89838
_,_,50.0,105.3958
_,_,50.0,115.27352
_,_,50.0,96.036896
_,_,50.0,98.44549
_,_,50.0,79.308754
_,_,50.0,94.31581
_,_,50.0,62.483047
_,_,50.0,92.624374
_,_,99.375145,127.270905
_,_,100.0,51.69442
_,_,100.0,88.48603
_,_,100.0,73.25194
_,_,100.0,86.844864
_,_,100.0,96.73588
_,_,100.0,106.286125
_,_,100.0,107.68186
_,_,100.0,65.90323
_,_,100.0,133.03433
_,_,100.0,107.96554
_,_,100.0,89.40898
_,_,98.757614,108.86472
_,_,0.0,120.81003
_,_,0.0,89.20562
_,_,49.375145,65.22571
_,_,50.0,59.56515
_,_,50.0,78.92837
_,_,50.0,61.37098
_,_,50.0,98.77698
_,_,50.0,109.822266
_,_,50.0,52.420475
_,_,50.0,69.598946
_,_,50.0,60.88615
_,_,50.0,115.58108
_,_,50.0,82.33996
_,_,50.0,88.59259
_,_,50.0,97.5119
_,_,50.0,82.407845
_,_,50.0,89.42452
_,_,148.75029,106.72031
_,_,150.0,101.511314
_,_,150.0,82.3607
_,_,150.0,102.11858
_,_,150.0,88.38461
_,_,150.0,73.335976
_,_,150.0,107.899025
_,_,150.0,101.48246
_,_,150.0,90.904015
_,_,150.0,102.566154
_,_,100.624855,95.58202
_,_,100.0,108.417274
_,_,100.0,94.54858
_,_,100.0,57.262005
_,_,100.0,90.44807
_,_,100.0,58.88168
_,_,100.0,98.36465
_,_,100.0,96.61482
_,_,100.0,90.869545
_,_,100.0,78.3592
_,_,100.0,88.29754
_,_,99.37881,102.48832
_,_,50.0,66.41518
_,_,50.0,127.49228
_,_,50.0,120.85069
_,_,50.0,98.68571
_,_,50.0,108.57445
_,_,50.0,88.816124
_,_,50.0,150.7526
_,_,50.0,89.52053
_,_,50.0,74.63859
_,_,50.0,101.15787
_,_,50.0,104.68907
_,_,50.0,85.88352
_,_,50.0,61.932606
_,_,150.0,87.68128
_,_,150.0,67.53777
_,_,150.0,78.17609
_,_,150.0,61.796032
_,_,150.0,110.39903
_,_,150.0,111.68837
_,_,150.0,110.72385
_,_,150.0,135.47101
_,_,150.0,111.250916
_,_,149.37881,85.01296
_,_,100.0,71.82696
_,_,100.0,84.45894
_,_,100.0,117.17984
_,_,100.0,111.93
_,_,100.0,96.84431
_,_,100.0,74.57128
_,_,100.0,104.12828
_,_,100.0,119.39733
_,_,100.0,85.11269
_,_,100.0,107.1542
_,_,100.0,75.76532
_,_,100.0,75.81469
_,_,149.37515,72.90632
_,_,150.0,104.24023
_,_,150.0,103.846436
_,_,150.0,100.67706
_,_,150.0,89.477455
_,_,150.0,89.97206
_,_,150.0,125.30606
_,_,150.0,103.34386
_,_,150.0,66.05876
_,_,150.0,54.894672
_,_,51.24971,77.58711
_,_,50.0,78.128395
_,_,50.0,109.91443
_,_,50.0,104.7643
_,_,50.0,107.03802
_,_,50.0,53.06366
_,_,50.0,113.69519
_,_,50.0,86.37389
_,_,50.0,86.720535
_,_,50.0,125.87869
_,_,99.375145,65.30202
_,_,100.0,83.40891
_,_,100.0,81.418564
_,_,100.0,69.86504
_,_,100.0,104.115265
_,_,100.0,104.81772
_,_,100.0,67.153175
_,_,100.0,82.17534
_,_,100.0,83.14335
_,_,98.757614,114.54243
_,_,0.0,119.06402
_,_,49.375145,109.78885
_,_,50.0,123.31324
_,_,50.0,99.12531
_,_,50.0,117.92017
_,_,50.0,95.46889
_,_,50.0,113.94321
_,_,50.0,85.418365
_,_,50.0,97.278755
_,_,50.0,95.49407
_,_,50.0,89.9241
_,_,50.0,119.46966
_,_,50.0,81.167946
_,_,50.0,81.92527
_,_,50.0,98.53472
_,_,50.0,127.20582
_,_,148.75029,130.8204
_,_,150.0,98.75879
_,_,150.0,91.948906
_,_,150.0,104.22945
_,_,150.0,74.6369
_,_,150.0,100.392815
_,_,150.0,97.57601
_,_,150.0,95.31336
_,_,150.0,125.76641
_,_,150.0,114.50786
_,_,100.624855,112.97948
_,_,100.0,87.961945
_,_,100.0,123.148224
_,_,100.0,111.67353
_,_,100.0,90.092415
_,_,100.0,131.12642
_,_,100.0,122.80034
_,_,100.0,77.34945
_,_,100.0,93.41446
_,_,100.0,109.83832
_,_,100.0,105.081085
_,_,100.0,123.228615
_,_,99.37881,103.480644
_,_,50.0,108.12157
_,_,50.0,72.33094
_,_,50.0,103.932175
_,_,50.0,92.12595
_,_,50.0,81.25508
_,_,50.0,99.817986
_,_,50.0,85.145744
_,_,50.0,103.9867
_,_,50.0,97.22685
_,_,50.0,81.48436
_,_,50.0,87.85695
_,_,50.0,101.40442
_,_,50.0,74.62554
_,_,50.0,88.42188
_,_,51.24239,86.21182
_,_,150.0,129.45818
_,_,150.0,72.69065
_,_,150.0,85.71063
_,_,150.0,74.490074
_,_,150.0,90.610664
_,_,150.0,85.909836
_,_,150.0,107.05673
_,_,150.0,107.14173
_,_,150.0,92.21087
_,_,149.37881,92.047775
_,_,100.0,79.04975
_,_,100.0,65.79284
_,_,100.0,137.27272
_,_,100.0,121.99887
_,_,100.0,91.57766
_,_,100.0,183.85051
_,_,100.0,99.73012
_,_,100.0,104.60449
_,_,100.0,112.12443
_,_,100.0,67.95065
_,_,100.0,84.80323
_,_,100.0,102.8199
_,_,149.37515,97.38308
_,_,150.0,148.2123
_,_,150.0,101.34975
_,_,150.0,83.45329
_,_,150.0,132.24063
_,_,150.0,93.84342
_,_,150.0,123.14557
_,_,150.0,127.89396
_,_,150.0,131.19017
_,_,51.24971,115.10769
_,_,50.0,108.8739
_,_,50.0,162.58786
_,_,50.0,124.878555
_,_,50.0,87.22637
_,_,50.0,129.342
_,_,50.0,93.17651
_,_,50.0,106.50868
_,_,50.0,159.37216
_,_,50.0,114.60681
_,_,50.0,95.31144
_,_,50.0,78.01638
_,_,50.0,100.1402
_,_,50.0,93.30026
_,_,99.375145,77.77277
_,_,100.0,92.94888
_,_,100.0,141.79633
_,_,100.0,56.4343
_,_,100.0,75.2165
_,_,100.0,60.9995
_,_,100.0,98.43961
_,_,100.0,111.743225
_,_,100.0,125.88199
_,_,100.0,81.80695
_,_,100.0,120.66348
_,_,98.757614,89.634094
_,_,0.0,92.2987
_,_,0.0,97.01322
_,_,50.0,83.19003
_,_,50.0,129.79427
_,_,50.0,94.56305
_,_,50.0,98.94511
_,_,50.0,105.85589
_,_,50.0,63.87153
_,_,50.0,97.843765
_,_,50.0,49.909435
_,_,50.0,92.69696
_,_,50.0,76.05138
_,_,50.0,115.00444
_,_,50.0,94.75571
_,_,50.0,105.58281
_,_,148.75029,65.595474
_,_,150.0,70.584526
_,_,150.0,66.15862
_,_,150.0,85.93351
_,_,150.0,91.004616
_,_,150.0,103.07215
_,_,150.0,81.36843
_,_,150.0,79.95195
_,_,150.0,82.29113
_,_,150.0,79.68594
_,_,100.624855,74.32925
_,_,100.0,92.094185
_,_,100.0,96.03752
_,_,100.0,86.79154
_,_,100.0,93.92642
_,_,100.0,91.74861
_,_,100.0,108.766945
_,_,100.0,139.7321
_,_,100.0,86.38613
_,_,100.0,80.57384
_,_,100.0,109.73101
_,_,100.0,73.00336
_,_,99.37881,72.50827
_,_,50.0,72.81981
_,_,50.0,96.53073
_,_,50.0,59.88453
_,_,50.0,101.78678
_,_,50.0,97.08312
_,_,50.0,73.6071
_,_,50.0,131.82779
_,_,50.0,69.78744
_,_,50.0,97.81985
_,_,50.0,47.034203
_,_,50.0,62.082603
_,_,50.0,114.20445
_,_,50.0,104.482666
_,_,50.0,58.07778
_,_,51.24239,45.285316
_,_,150.0,112.21962
_,_,150.0,84.198425
_,_,150.0,109.63883
_,_,150.0,77.88335
_,_,150.0,79.6738
_,_,150.0,111.741135
_,_,150.0,72.17918
_,_,150.0,96.85066
_,_,150.0,81.620186
_,_,149.37881,88.18828
_,_,100.0,111.34635
_,_,100.0,60.7743
_,_,100.0,102.01214
_,_,100.0,68.115395
_,_,100.0,98.22008
_,_,100.0,85.31942
_,_,100.0,93.834206
_,_,100.0,64.76238
_,_,100.0,104.267044
_,_,100.0,120.63149
_,_,100.0,102.83438
_,_,100.0,114.29467
_,_,149.37515,69.51458
_,_,150.0,85.01586
_,_,150.0,86.87441
_,_,150.0,24.929256
_,_,150.0,87.696075
_,_,150.0,95.59929
_,_,150.0,114.93439
_,_,150.0,95.97069
_,_,150.0,85.0513
_,_,150.0,122.75942
_,_,51.24971,88.98329
_,_,50.0,105.25916
_,_,50.0,73.36314
_,_,50.0,134.79883
_,_,50.0,69.159706
_,_,50.0,70.83835
_,_,50.0,79.87032
_,_,50.0,99.47689
_,_,50.0,79.17928
_,_,50.0,70.28976
_,_,50.0,89.61845
_,_,50.0,103.66699
_,_,50.0,100.12911
_,_,50.0,96.62406
_,_,50.0,111.01954
_,_,99.375145,91.40865
_,_,100.0,84.28723
_,_,100.0,90.20425
_,_,100.0,96.556046
_,_,100.0,88.78043
_,_,100.0,87.354836
_,_,100.0,63.280613
_,_,100.0,99.427574
_,_,100.0,79.05166
_,_,100.0,119.469666
_,_,100.0,96.05042
_,_,100.0,66.65222
_,_,98.757614,87.5327
_,_,0.0,106.45333
_,_,0.0,97.21921
_,_,50.0,100.592636
_,_,50.0,75.73356
_,_,50.0,85.64257
_,_,50.0,101.79628
_,_,50.0,83.304726
_,_,50.0,112.017555
_,_,50.0,89.278305
_,_,50.0,87.83071
_,_,50.0,107.83882
_,_,50.0,74.30039
_,_,50.0,105.66045
_,_,50.0,68.99263
_,_,50.0,97.87191
_,_,50.0,145.34738
_,_,148.75029,100.26132
_,_,150.0,103.672295
_,_,150.0,100.87169
_,_,150.0,104.203125
_,_,150.0,128.24577
_,_,150.0,91.411
_,_,150.0,119.437874
_,_,150.0,145.81485
_,_,150.0,131.35469
_,_,150.0,84.084915
_,_,100.624855,51.123745
_,_,100.0,87.49822
_,_,100.0,91.78314
_,_,100.0,68.59226
_,_,100.0,70.116905
_,_,100.0,115.53193
_,_,100.0,121.058525
_,_,100.0,100.60363
_,_,100.0,102.96625
_,_,100.0,105.67774
_,_,100.0,151.12689
_,_,100.0,95.843056
_,_,99.37881,56.97589
_,_,50.0,102.744865
_,_,50.0,91.91494
